id,age.16.25,age.26.39,age.40.64,age.65.,gender.female,gender.male,race.majority,race.minority,driving_experience.0.9y,driving_experience.10.19y,driving_experience.20.29y,driving_experience.30y.,education.high.school,education.none,education.university,income.middle.class,income.poverty,income.upper.class,income.working.class,credit_score,vehicle_ownership,vehicle_year.after.2015,vehicle_year.before.2015,married,children,postal_code,annual_mileage,vehicle_type.sedan,vehicle_type.sports.car,speeding_violations,duis,past_accidents,outcome
288272,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.6101782463912808,0,0,1,0,0,10238,12000,1,0,1,1,3,1
619056,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0.3594091230298165,0,0,1,0,1,10238,11000,1,0,0,0,0,1
43685,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.6699131758193672,0,1,0,1,1,10238,12000,1,0,0,0,0,1
158376,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.4345616184745532,1,0,1,0,1,32765,7000,1,0,15,3,4,0
633896,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0.49288396505712306,1,0,1,1,1,32765,7000,1,0,13,2,3,0
57792,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.2720233096759196,1,0,1,1,1,10238,5000,1,0,3,0,5,0
912172,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.7295582634454969,1,1,0,1,1,32765,10000,1,0,0,0,0,0
440240,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7430238437940705,1,1,0,0,1,32765,12000,1,0,3,2,0,0
276564,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.5197744766937168,0,0,1,0,0,32765,15000,1,0,0,1,2,0
343880,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.5802999976609038,1,0,1,1,1,10238,11000,1,0,3,1,5,0
83419,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.5828325451991752,1,1,0,1,0,10238,13000,1,0,0,0,0,0
106974,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.4589083263336183,0,0,1,1,1,10238,12000,1,0,3,0,1,0
144961,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.3379098517822043,1,0,1,0,0,10238,15000,1,0,0,0,0,1
205892,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5961439533073747,1,0,1,1,1,32765,5000,1,0,1,0,0,0
9857,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5016731982037071,1,0,1,1,1,10238,9000,1,0,3,0,3,0
84267,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.32821988575548083,1,0,1,1,1,10238,12000,1,0,0,2,0,0
658150,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.3105515896040509,0,1,0,0,1,10238,13000,1,0,2,0,1,0
75850,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.49883788583270616,1,0,1,0,0,32765,14000,1,0,0,0,0,1
241076,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.3129843930727035,1,0,1,0,0,10238,13000,1,0,0,0,0,1
26068,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.4583557657360197,0,0,1,1,1,32765,8000,1,0,2,0,0,0
893612,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.6966009149442141,1,1,0,1,1,10238,13000,1,0,0,1,0,0
535032,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.7951863887919789,1,0,1,1,1,32765,9000,1,0,0,0,0,1
807469,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.3818579951870566,0,0,1,0,0,10238,15000,1,0,0,0,0,1
793641,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.699807987353472,0,0,1,1,1,10238,10000,0,1,0,0,0,1
198079,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5694606095822318,1,0,1,1,1,32765,5000,1,0,22,0,6,0
823832,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.5406514932586544,1,0,1,0,0,10238,14000,1,0,1,0,0,0
138709,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.5196382177222328,1,1,0,1,1,32765,10000,1,0,7,0,1,0
623545,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.45926876517793247,1,0,1,0,0,10238,12000,1,0,6,0,4,0
659824,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.5197744766937168,1,0,1,1,1,32765,5000,1,0,5,0,0,0
951613,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3882051290376735,1,0,1,0,1,10238,15000,1,0,1,1,0,0
921134,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.5996829701573134,0,0,1,0,0,10238,16000,1,0,0,0,0,1
391790,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.577261709936365,1,0,1,0,1,10238,11000,1,0,3,0,1,0
864007,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.24202064941315535,0,0,1,0,0,10238,12000,1,0,0,0,0,1
792806,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0.5197744766937168,1,0,1,1,1,32765,9000,1,0,11,2,1,0
12797,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.46003142619852944,1,0,1,1,0,10238,13000,1,0,0,0,0,0
415415,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0.5629733752829208,1,0,1,1,0,10238,12000,1,0,0,0,0,1
191449,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.4032316805145171,1,0,1,0,1,10238,15000,1,0,0,0,0,1
867300,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.5124048224433221,1,1,0,0,0,92101,12000,1,0,0,0,0,0
712750,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6091098945059068,0,1,0,0,0,32765,11000,1,0,5,0,0,0
933994,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.17792011644736147,0,0,1,0,1,32765,11000,1,0,0,0,0,1
203166,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0.4689563499021361,1,0,1,0,0,10238,14000,1,0,0,0,0,0
57769,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.32207886807540825,1,0,1,1,0,10238,10000,1,0,0,1,1,0
217960,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.5785456862908839,1,1,0,0,0,32765,14000,1,0,0,0,0,0
41657,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.5413190682792227,0,0,1,0,1,10238,13000,1,0,0,1,2,0
294092,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.31364931725805817,0,0,1,0,1,10238,14000,1,0,0,0,2,1
633972,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0.15790680589867404,1,0,1,1,0,10238,15000,1,0,0,0,0,0
295395,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.32812449839419566,0,1,0,1,1,10238,8000,1,0,2,0,1,0
224969,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.6180765163994896,1,0,1,1,1,10238,14000,1,0,0,0,0,0
70922,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.5197744766937168,1,0,1,0,1,32765,12000,1,0,0,0,0,1
141127,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3622841092787604,1,0,1,1,0,10238,10000,1,0,1,0,1,0
50734,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.3057096246838503,0,0,1,1,1,10238,13000,1,0,0,0,0,1
572494,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.6079901624949048,1,0,1,0,1,10238,12000,1,0,0,1,1,0
521505,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0.7587011141958366,1,1,0,0,0,10238,16000,1,0,1,0,2,0
68145,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.3963081433606936,0,0,1,0,0,10238,12000,1,0,0,0,0,1
469490,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.6721358997714418,1,0,1,0,0,32765,15000,1,0,0,0,0,1
654608,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.5059066391029501,1,0,1,1,0,10238,12000,1,0,0,0,0,0
886219,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.7793241823318507,1,1,0,1,0,10238,12000,1,0,0,0,1,0
323129,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0.6915508719248789,1,1,0,0,1,10238,11000,1,0,0,0,0,0
66601,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.6883226281175425,0,1,0,0,1,10238,15000,1,0,0,0,0,0
749301,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.5487629978762955,1,1,0,0,0,10238,13000,1,0,0,0,0,0
691273,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.5818271451212219,1,0,1,0,1,10238,12000,1,0,0,0,0,0
998986,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0.39145768259585767,1,0,1,0,0,10238,15000,1,0,0,0,0,1
526748,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0.4210633043723423,1,0,1,0,0,10238,13000,1,0,0,0,0,0
199651,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.34536937075865515,1,0,1,0,1,32765,12000,1,0,0,0,0,1
622295,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.48427475576286966,1,0,1,1,1,10238,11000,1,0,0,0,0,1
453538,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.6157570439174606,1,1,0,0,1,10238,11000,1,0,7,0,4,0
977069,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.367658137695441,1,0,1,0,1,10238,13000,1,0,0,0,0,0
262721,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.3601270106113834,0,1,0,0,0,10238,17000,1,0,0,0,0,1
781035,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.19949279632482206,1,0,1,0,0,32765,12000,1,0,0,0,0,1
444425,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.6287006656504764,1,1,0,1,1,10238,16000,1,0,0,0,0,0
487116,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.525319130334095,1,0,1,0,0,10238,12000,1,0,1,0,2,1
373067,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7653059550256535,1,0,1,1,1,32765,13000,1,0,1,0,0,0
879740,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.2953397387601355,0,0,1,0,0,10238,11000,1,0,0,0,0,0
659796,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.5197744766937168,0,0,1,1,1,10238,8000,1,0,1,0,4,0
713491,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.6406647338247086,1,0,1,1,1,10238,8000,1,0,5,1,4,0
904742,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.4248262533361669,1,0,1,1,1,10238,12000,1,0,2,0,2,0
760083,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7475730011687752,0,0,1,0,1,10238,11000,0,1,3,1,3,0
484080,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.5197744766937168,0,0,1,0,1,32765,19000,1,0,0,0,0,1
550573,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.631667400588301,1,0,1,0,1,10238,13000,1,0,1,0,0,0
186080,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.5302377485379022,1,0,1,1,1,10238,10000,1,0,0,1,3,0
90516,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.2474085071118926,0,0,1,1,1,32765,9000,1,0,0,0,0,1
501841,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6302878389488082,1,0,1,0,0,10238,15000,1,0,0,0,3,0
584251,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.5126817271091606,1,0,1,0,1,10238,12000,1,0,2,0,1,1
532832,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.47289048602754263,1,0,1,0,0,32765,14000,1,0,0,0,0,1
858839,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.3775540748857013,1,0,1,0,0,32765,11000,1,0,4,1,0,1
665382,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.7421697601335078,1,0,1,1,1,10238,10000,1,0,3,1,3,0
595512,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5999929996821407,1,1,0,1,1,32765,8000,1,0,7,0,1,0
219595,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.5557582649609132,1,0,1,1,1,10238,12000,1,0,1,0,0,0
519092,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.6826672426879792,1,1,0,1,1,92101,13000,1,0,4,0,1,0
780961,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5302998719230392,1,1,0,1,1,32765,12000,1,0,4,1,0,0
204523,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0.4457936970724384,0,0,1,0,1,10238,13000,1,0,0,0,0,1
954268,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.4972249009258239,1,1,0,1,1,32765,7000,1,0,4,1,0,0
625550,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7268075805215879,1,0,1,1,1,10238,12000,1,0,5,0,7,0
502443,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.4209541219900687,1,0,1,1,1,10238,9000,1,0,0,0,0,0
500563,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.7049437528393624,1,0,1,1,1,10238,12000,1,0,2,0,1,0
60634,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.5197744766937168,1,0,1,1,0,10238,11000,1,0,1,0,1,1
823223,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.6746218977668377,0,0,1,1,0,32765,6000,1,0,0,0,0,1
32066,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.632074702825077,1,0,1,0,0,10238,17000,1,0,0,0,1,1
607238,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7262318865941219,1,0,1,1,1,10238,9000,1,0,3,0,6,0
365704,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.42930277691295443,1,0,1,1,1,10238,10000,1,0,1,0,3,0
312512,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6298768439445871,1,0,1,0,1,10238,10000,1,0,0,0,1,0
425667,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.4315769849907772,1,0,1,1,1,10238,11000,1,0,3,0,2,0
922550,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.21517248166787292,0,0,1,0,0,10238,11000,1,0,0,0,0,1
667847,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.6929597537017196,1,1,0,1,1,10238,11000,1,0,7,0,3,0
458721,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.6286026110097636,0,0,1,0,1,92101,8000,1,0,0,0,0,1
945740,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.5377053777669387,1,1,0,1,1,10238,9000,1,0,2,0,1,0
548242,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5197744766937168,1,0,1,0,1,32765,10000,1,0,0,0,0,1
43968,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.3560371241719026,1,0,1,1,0,10238,14000,1,0,0,0,0,0
690238,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.4417366577511514,1,0,1,0,1,10238,11000,1,0,0,0,0,1
878806,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.35334519134686876,1,0,1,0,0,10238,12000,1,0,0,0,0,0
653566,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.3950614850174548,0,1,0,0,0,32765,14000,1,0,0,0,0,1
939330,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.5197744766937168,1,0,1,0,1,10238,8000,1,0,0,0,0,0
899994,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.38651897009979663,1,0,1,0,1,10238,12000,1,0,0,0,0,0
424319,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.25196147547607284,0,0,1,0,1,10238,14000,1,0,2,1,0,0
622256,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.5929962602127807,1,0,1,1,1,10238,13000,1,0,0,0,0,0
23989,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0.32991187647595815,1,0,1,0,1,10238,12000,1,0,0,0,0,1
34708,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.6778245875579286,1,0,1,1,1,32765,11000,1,0,4,3,0,0
754120,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5197744766937168,1,1,0,0,1,32765,14000,1,0,0,0,0,1
908167,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5197744766937168,1,0,1,1,1,92101,12000,1,0,2,0,0,1
384360,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.38083301858600305,0,0,1,0,0,10238,11000,1,0,0,0,0,1
343615,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5316770295032023,1,0,1,1,1,32765,9000,1,0,11,1,4,0
21651,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.3405024670042813,0,0,1,0,0,10238,14000,1,0,3,0,1,0
440312,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.5197744766937168,0,1,0,0,1,32765,9000,1,0,2,0,0,1
802738,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0.4778384672587667,1,1,0,0,1,10238,12000,1,0,3,1,5,0
263090,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5015268245748534,1,0,1,0,1,10238,16000,1,0,0,0,1,0
351086,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.38396599198842307,1,0,1,0,1,10238,11000,1,0,1,0,1,0
305745,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.2951316953809587,1,0,1,0,0,10238,14000,1,0,0,0,0,0
34607,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5551953651927537,1,0,1,0,0,10238,14000,1,0,1,0,0,0
78568,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.586385269083711,1,0,1,0,1,10238,12000,1,0,5,2,4,0
202964,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.3554449315201675,0,1,0,1,1,10238,8000,1,0,0,1,2,0
135317,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5468569252014372,1,0,1,1,1,10238,9000,1,0,2,1,3,0
509238,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5572829990020007,0,0,1,0,1,32765,11000,1,0,0,0,0,1
866306,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.5197744766937168,1,0,1,1,1,32765,8000,1,0,0,0,0,0
74109,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.7484166946426312,1,1,0,0,1,10238,14000,1,0,1,1,1,0
524531,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.5654487069143284,1,1,0,1,1,92101,13000,1,0,0,0,0,1
489044,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0.36007950879670886,1,0,1,0,0,10238,17000,1,0,0,0,0,1
347548,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6569782990552253,1,1,0,0,0,10238,12000,1,0,1,0,0,0
238327,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0.5904282484690613,1,1,0,0,1,10238,11000,1,0,0,0,0,0
31403,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.4022341413263644,1,0,1,1,0,10238,11000,1,0,1,0,1,0
511769,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.35340302006710655,0,0,1,0,1,10238,12000,1,0,1,0,0,1
38234,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0.5197744766937168,1,0,1,0,0,10238,15000,1,0,0,0,0,1
517511,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.3224894451362179,1,0,1,0,1,10238,13000,1,0,0,0,0,0
554729,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.4495337367195921,1,1,0,0,1,10238,11000,1,0,0,1,1,0
860778,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.633980314991069,1,0,1,0,1,32765,11000,1,0,6,1,3,0
399483,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5730077560551456,1,0,1,0,1,10238,10000,1,0,5,0,7,0
441379,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.4130264375072836,1,1,0,1,1,10238,12000,1,0,3,0,4,0
53151,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.6632012219032346,1,0,1,1,1,32765,9000,1,0,3,0,1,0
138245,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5285800796049643,1,0,1,0,1,10238,7000,1,0,0,0,0,1
378082,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0.6524347225409164,0,0,1,1,1,10238,13000,1,0,3,2,1,0
767456,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.42775860920865716,0,0,1,0,1,10238,11000,1,0,0,0,0,0
838898,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.5853655893542563,1,1,0,1,1,10238,12000,0,1,0,0,0,0
286971,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0.3742707562639412,0,0,1,0,1,21217,10000,1,0,0,0,0,1
23923,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.5483626337868328,1,0,1,0,0,32765,13000,1,0,0,0,0,1
5924,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.29935153643316387,0,0,1,0,1,10238,11000,1,0,0,0,1,1
412755,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3118924900900994,0,0,1,0,1,10238,16000,1,0,2,0,1,0
218063,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.400448045712618,1,0,1,1,1,32765,9000,1,0,10,1,3,1
701289,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.7453313729581228,1,0,1,0,1,10238,15000,0,1,0,0,1,0
439623,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6776967998434843,1,0,1,0,1,10238,12000,1,0,1,0,2,0
831974,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.55719410042663,1,0,1,1,0,92101,9000,1,0,0,0,0,0
514828,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.6054312937939527,1,1,0,0,1,10238,13000,1,0,0,0,0,0
485651,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.6260511085975077,1,0,1,1,0,10238,15000,1,0,0,0,0,0
302852,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0.5252515164792027,0,0,1,1,1,32765,8000,1,0,9,1,1,0
119690,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0.3670054160752767,0,0,1,0,0,10238,15000,1,0,0,0,0,1
446910,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.45780256874184067,1,1,0,0,1,10238,12000,1,0,3,0,3,0
362190,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.27801623990560353,0,0,1,0,0,10238,14000,1,0,0,0,0,1
990622,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.5298657861185069,1,0,1,0,1,10238,10000,1,0,0,1,1,0
454542,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.37196358628113624,0,0,1,1,0,10238,15000,1,0,0,0,0,1
739171,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.5042055506845584,1,0,1,1,1,10238,10000,1,0,1,0,3,0
622497,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0.4493837091148624,1,1,0,0,1,10238,12000,1,0,0,0,0,1
516891,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.2708196717843567,1,0,1,0,0,10238,13000,0,1,0,0,0,0
681565,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.587074886152462,1,0,1,1,0,10238,10000,1,0,0,0,2,0
736366,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5656653139736384,1,0,1,1,1,10238,9000,1,0,5,1,1,0
482624,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.5554142846461245,1,0,1,1,1,10238,7000,1,0,0,0,0,0
108958,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7360767615252276,0,0,1,1,1,10238,12000,1,0,1,0,0,0
625951,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.6031586189572944,1,1,0,0,1,10238,16000,1,0,7,1,3,0
162153,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.6413555659926801,1,1,0,1,1,32765,8000,1,0,7,3,1,0
